nSeq;I1;I2;O1;O2;A3
13;0;0;0;0;236
14;0;0;0;0;236
15;0;0;0;0;236
0;0;0;0;0;236
1;0;0;0;0;236
2;0;0;0;0;236
3;0;0;0;0;236
4;0;0;0;0;236
5;0;0;0;0;236
6;0;0;0;0;236
7;0;0;0;0;236
8;0;0;0;0;236
9;0;0;0;0;236
10;0;0;0;0;236
11;0;0;0;0;236
12;0;0;0;0;236
13;0;0;0;0;236
14;0;0;0;0;236
15;0;0;0;0;236
0;0;0;0;0;236
1;0;0;0;0;236
2;0;0;0;0;236
3;0;0;0;0;236
4;0;0;0;0;236
5;0;0;0;0;236
6;0;0;0;0;236
7;0;0;0;0;236
8;0;0;0;0;236
9;0;0;0;0;236
10;0;0;0;0;235
11;0;0;0;0;236
12;0;0;0;0;236
13;0;0;0;0;236
14;0;0;0;0;236
15;0;0;0;0;236
0;0;0;0;0;236
1;0;0;0;0;236
2;0;0;0;0;236
3;0;0;0;0;236
4;0;0;0;0;236
5;0;0;0;0;236
6;0;0;0;0;236
7;0;0;0;0;236
8;0;0;0;0;236
9;0;0;0;0;236
10;0;0;0;0;236
11;0;0;0;0;236
12;0;0;0;0;236
13;0;0;0;0;236
14;0;0;0;0;236
15;0;0;0;0;236
0;0;0;0;0;236
1;0;0;0;0;236
2;0;0;0;0;236
3;0;0;0;0;236
4;0;0;0;0;236
5;0;0;0;0;236
6;0;0;0;0;236
7;0;0;0;0;236
8;0;0;0;0;236
9;0;0;0;0;236
10;0;0;0;0;236
11;0;0;0;0;236
12;0;0;0;0;236
13;0;0;0;0;236
14;0;0;0;0;236
15;0;0;0;0;236
0;0;0;0;0;235
1;0;0;0;0;236
2;0;0;0;0;235
3;0;0;0;0;236
4;0;0;0;0;236
5;0;0;0;0;236
6;0;0;0;0;236
7;0;0;0;0;236
8;0;0;0;0;236
9;0;0;0;0;236
10;0;0;0;0;236
11;0;0;0;0;236
12;0;0;0;0;236
13;0;0;0;0;236
14;0;0;0;0;236
15;0;0;0;0;236
0;0;0;0;0;236
1;0;0;0;0;236
2;0;0;0;0;236
3;0;0;0;0;236
4;0;0;0;0;235
5;0;0;0;0;236
6;0;0;0;0;236
7;0;0;0;0;236
8;0;0;0;0;236
9;0;0;0;0;236
10;0;0;0;0;236
11;0;0;0;0;236
12;0;0;0;0;236
13;0;0;0;0;236
14;0;0;0;0;236
15;0;0;0;0;236
0;0;0;0;0;236
1;0;0;0;0;236
2;0;0;0;0;236
3;0;0;0;0;236
4;0;0;0;0;236
5;0;0;0;0;236
6;0;0;0;0;236
7;0;0;0;0;236
8;0;0;0;0;235
9;0;0;0;0;236
10;0;0;0;0;236
11;0;0;0;0;236
12;0;0;0;0;236
13;0;0;0;0;236
14;0;0;0;0;236
15;0;0;0;0;236
0;0;0;0;0;236
1;0;0;0;0;236
2;0;0;0;0;236
3;0;0;0;0;236
4;0;0;0;0;236
5;0;0;0;0;236
6;0;0;0;0;236
7;0;0;0;0;236
8;0;0;0;0;236
9;0;0;0;0;236
10;0;0;0;0;236
11;0;0;0;0;236
12;0;0;0;0;235
13;0;0;0;0;236
14;0;0;0;0;236
15;0;0;0;0;236
0;0;0;0;0;236
1;0;0;0;0;236
2;0;0;0;0;236
3;0;0;0;0;236
4;0;0;0;0;236
5;0;0;0;0;236
6;0;0;0;0;236
7;0;0;0;0;236
8;0;0;0;0;236
9;0;0;0;0;236
10;0;0;0;0;236
11;0;0;0;0;236
12;0;0;0;0;236
13;0;0;0;0;236
14;0;0;0;0;236
15;0;0;0;0;236
0;0;0;0;0;235
1;0;0;0;0;236
2;0;0;0;0;235
3;0;0;0;0;236
4;0;0;0;0;236
5;0;0;0;0;236
6;0;0;0;0;236
7;0;0;0;0;236
8;0;0;0;0;236
9;0;0;0;0;236
10;0;0;0;0;235
11;0;0;0;0;236
12;0;0;0;0;236
13;0;0;0;0;236
14;0;0;0;0;236
15;0;0;0;0;236
0;0;0;0;0;236
1;0;0;0;0;236
2;0;0;0;0;236
3;0;0;0;0;235
4;0;0;0;0;236
5;0;0;0;0;235
6;0;0;0;0;236
7;0;0;0;0;236
8;0;0;0;0;236
9;0;0;0;0;235
10;0;0;0;0;236
11;0;0;0;0;236
12;0;0;0;0;236
13;0;0;0;0;236
14;0;0;0;0;236
15;0;0;0;0;236
0;0;0;0;0;236
1;0;0;0;0;236
2;0;0;0;0;236
3;0;0;0;0;236
4;0;0;0;0;236
5;0;0;0;0;236
6;0;0;0;0;236
7;0;0;0;0;236
8;0;0;0;0;235
9;0;0;0;0;235
10;0;0;0;0;236
11;0;0;0;0;236
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;236
15;0;0;0;0;236
0;0;0;0;0;236
1;0;0;0;0;236
2;0;0;0;0;236
3;0;0;0;0;236
4;0;0;0;0;236
5;0;0;0;0;236
6;0;0;0;0;236
7;0;0;0;0;236
8;0;0;0;0;236
9;0;0;0;0;235
10;0;0;0;0;236
11;0;0;0;0;235
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;235
15;0;0;0;0;236
0;0;0;0;0;236
1;0;0;0;0;235
2;0;0;0;0;236
3;0;0;0;0;236
4;0;0;0;0;236
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;235
9;0;0;0;0;236
10;0;0;0;0;235
11;0;0;0;0;235
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;236
15;0;0;0;0;235
0;0;0;0;0;235
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;236
9;0;0;0;0;235
10;0;0;0;0;235
11;0;0;0;0;236
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;236
15;0;0;0;0;235
0;0;0;0;0;236
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;235
9;0;0;0;0;235
10;0;0;0;0;236
11;0;0;0;0;235
12;0;0;0;0;236
13;0;0;0;0;236
14;0;0;0;0;235
15;0;0;0;0;235
0;0;0;0;0;235
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;235
9;0;0;0;0;235
10;0;0;0;0;235
11;0;0;0;0;235
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;235
15;0;0;0;0;235
0;0;0;0;0;236
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;235
9;0;0;0;0;235
10;0;0;0;0;235
11;0;0;0;0;235
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;235
15;0;0;0;0;235
0;0;0;0;0;235
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;235
9;0;0;0;0;235
10;0;0;0;0;235
11;0;0;0;0;235
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;235
15;0;0;0;0;235
0;0;0;0;0;235
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;236
9;0;0;0;0;235
10;0;0;0;0;235
11;0;0;0;0;235
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;235
15;0;0;0;0;235
0;0;0;0;0;235
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;235
9;0;0;0;0;235
10;0;0;0;0;235
11;0;0;0;0;235
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;235
15;0;0;0;0;235
0;0;0;0;0;235
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;235
9;0;0;0;0;235
10;0;0;0;0;235
11;0;0;0;0;235
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;235
15;0;0;0;0;235
0;0;0;0;0;235
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;235
9;0;0;0;0;235
10;0;0;0;0;235
11;0;0;0;0;235
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;235
15;0;0;0;0;235
0;0;0;0;0;235
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;235
9;0;0;0;0;235
10;0;0;0;0;235
11;0;0;0;0;235
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;235
15;0;0;0;0;235
0;0;0;0;0;235
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;235
9;0;0;0;0;235
10;0;0;0;0;235
11;0;0;0;0;235
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;235
15;0;0;0;0;235
0;0;0;0;0;235
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;235
9;0;0;0;0;235
10;0;0;0;0;235
11;0;0;0;0;235
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;235
15;0;0;0;0;235
0;0;0;0;0;235
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;235
9;0;0;0;0;235
10;0;0;0;0;235
11;0;0;0;0;235
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;235
15;0;0;0;0;235
0;0;0;0;0;235
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;235
9;0;0;0;0;235
10;0;0;0;0;235
11;0;0;0;0;235
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;235
15;0;0;0;0;235
0;0;0;0;0;235
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;235
9;0;0;0;0;235
10;0;0;0;0;235
11;0;0;0;0;235
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;235
15;0;0;0;0;235
0;0;0;0;0;235
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;235
9;0;0;0;0;235
10;0;0;0;0;235
11;0;0;0;0;235
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;235
15;0;0;0;0;235
0;0;0;0;0;235
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;235
9;0;0;0;0;235
10;0;0;0;0;235
11;0;0;0;0;235
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;235
15;0;0;0;0;235
0;0;0;0;0;235
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;235
9;0;0;0;0;235
10;0;0;0;0;235
11;0;0;0;0;235
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;235
15;0;0;0;0;235
0;0;0;0;0;235
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;235
9;0;0;0;0;235
10;0;0;0;0;235
11;0;0;0;0;235
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;235
15;0;0;0;0;235
0;0;0;0;0;235
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;235
9;0;0;0;0;235
10;0;0;0;0;235
11;0;0;0;0;235
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;235
15;0;0;0;0;235
0;0;0;0;0;235
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;235
9;0;0;0;0;235
10;0;0;0;0;235
11;0;0;0;0;235
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;235
15;0;0;0;0;235
0;0;0;0;0;235
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;235
9;0;0;0;0;235
10;0;0;0;0;235
11;0;0;0;0;235
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;235
15;0;0;0;0;235
0;0;0;0;0;235
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;234
9;0;0;0;0;235
10;0;0;0;0;234
11;0;0;0;0;235
12;0;0;0;0;235
13;0;0;0;0;235
14;0;0;0;0;235
15;0;0;0;0;235
0;0;0;0;0;235
1;0;0;0;0;235
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;234
8;0;0;0;0;235
9;0;0;0;0;235
10;0;0;0;0;235
11;0;0;0;0;234
12;0;0;0;0;234
13;0;0;0;0;234
14;0;0;0;0;234
15;0;0;0;0;235
0;0;0;0;0;235
1;0;0;0;0;234
2;0;0;0;0;235
3;0;0;0;0;235
4;0;0;0;0;235
5;0;0;0;0;235
6;0;0;0;0;235
7;0;0;0;0;234
8;0;0;0;0;235
9;0;0;0;0;235
10;0;0;0;0;235
11;0;0;0;0;234
12;0;0;0;0;234
13;0;0;0;0;235
14;0;0;0;0;235
15;0;0;0;0;234
0;0;0;0;0;234
1;0;0;0;0;234
2;0;0;0;0;234
3;0;0;0;0;234
4;0;0;0;0;234
5;0;0;0;0;234
6;0;0;0;0;235
7;0;0;0;0;235
8;0;0;0;0;235
9;0;0;0;0;234
10;0;0;0;0;234
11;0;0;0;0;234
12;0;0;0;0;234
13;0;0;0;0;235
14;0;0;0;0;234
15;0;0;0;0;234
0;0;0;0;0;234
1;0;0;0;0;234
2;0;0;0;0;235
3;0;0;0;0;234
4;0;0;0;0;234
5;0;0;0;0;234
6;0;0;0;0;234
7;0;0;0;0;234
8;0;0;0;0;234
9;0;0;0;0;234
10;0;0;0;0;234
11;0;0;0;0;234
12;0;0;0;0;235
13;0;0;0;0;234
14;0;0;0;0;234
15;0;0;0;0;234
0;0;0;0;0;234
1;0;0;0;0;234
2;0;0;0;0;234
3;0;0;0;0;234
4;0;0;0;0;234
5;0;0;0;0;234
6;0;0;0;0;235
7;0;0;0;0;234
8;0;0;0;0;234
9;0;0;0;0;234
10;0;0;0;0;234
11;0;0;0;0;234
12;0;0;0;0;234
13;0;0;0;0;234
14;0;0;0;0;234
15;0;0;0;0;234
0;0;0;0;0;235
1;0;0;0;0;234
2;0;0;0;0;234
3;0;0;0;0;234
4;0;0;0;0;234
5;0;0;0;0;234
6;0;0;0;0;234
7;0;0;0;0;234
8;0;0;0;0;234
9;0;0;0;0;234
10;0;0;0;0;234
11;0;0;0;0;234
12;0;0;0;0;234
13;0;0;0;0;234
14;0;0;0;0;234
15;0;0;0;0;234
0;0;0;0;0;234
1;0;0;0;0;234
2;0;0;0;0;234
3;0;0;0;0;234
4;0;0;0;0;234
5;0;0;0;0;234
6;0;0;0;0;234
7;0;0;0;0;234
8;0;0;0;0;234
9;0;0;0;0;234
10;0;0;0;0;234
11;0;0;0;0;234
12;0;0;0;0;234
13;0;0;0;0;234
14;0;0;0;0;234
15;0;0;0;0;234
0;0;0;0;0;234
1;0;0;0;0;234
2;0;0;0;0;234
3;0;0;0;0;234
4;0;0;0;0;234
5;0;0;0;0;234
6;0;0;0;0;234
7;0;0;0;0;234
8;0;0;0;0;234
9;0;0;0;0;234
10;0;0;0;0;234
11;0;0;0;0;234
12;0;0;0;0;234
13;0;0;0;0;234
14;0;0;0;0;234
15;0;0;0;0;234
0;0;0;0;0;234
1;0;0;0;0;234
2;0;0;0;0;234
3;0;0;0;0;234
4;0;0;0;0;234
5;0;0;0;0;234
6;0;0;0;0;234
7;0;0;0;0;234
8;0;0;0;0;234
9;0;0;0;0;234
10;0;0;0;0;234
11;0;0;0;0;234
12;0;0;0;0;234
13;0;0;0;0;234
14;0;0;0;0;234
15;0;0;0;0;234
0;0;0;0;0;234
1;0;0;0;0;234
2;0;0;0;0;234
3;0;0;0;0;234
4;0;0;0;0;234
5;0;0;0;0;234
6;0;0;0;0;234
7;0;0;0;0;234
8;0;0;0;0;234
9;0;0;0;0;234
10;0;0;0;0;234
11;0;0;0;0;234
12;0;0;0;0;234
13;0;0;0;0;234
14;0;0;0;0;234
15;0;0;0;0;234
0;0;0;0;0;234
1;0;0;0;0;234
2;0;0;0;0;234
3;0;0;0;0;234
4;0;0;0;0;234
5;0;0;0;0;234
6;0;0;0;0;234
7;0;0;0;0;234
8;0;0;0;0;234
9;0;0;0;0;234
10;0;0;0;0;234
11;0;0;0;0;234
12;0;0;0;0;234
13;0;0;0;0;234
14;0;0;0;0;234
15;0;0;0;0;234
0;0;0;0;0;234
1;0;0;0;0;234
2;0;0;0;0;234
3;0;0;0;0;234
4;0;0;0;0;234
5;0;0;0;0;234
6;0;0;0;0;234
7;0;0;0;0;234
8;0;0;0;0;234
9;0;0;0;0;234
10;0;0;0;0;234
11;0;0;0;0;234
12;0;0;0;0;234
13;0;0;0;0;234
14;0;0;0;0;234
15;0;0;0;0;234
0;0;0;0;0;234
1;0;0;0;0;234
2;0;0;0;0;234
3;0;0;0;0;234
4;0;0;0;0;234
5;0;0;0;0;234
6;0;0;0;0;234
7;0;0;0;0;234
8;0;0;0;0;234
9;0;0;0;0;234
10;0;0;0;0;234
11;0;0;0;0;234
12;0;0;0;0;234
13;0;0;0;0;234
14;0;0;0;0;234
15;0;0;0;0;234
0;0;0;0;0;234
1;0;0;0;0;234
2;0;0;0;0;234
3;0;0;0;0;234
4;0;0;0;0;233
5;0;0;0;0;234
6;0;0;0;0;234
7;0;0;0;0;234
8;0;0;0;0;234
9;0;0;0;0;233
10;0;0;0;0;234
11;0;0;0;0;234
12;0;0;0;0;234
13;0;0;0;0;234
14;0;0;0;0;233
15;0;0;0;0;234
0;0;0;0;0;234
1;0;0;0;0;234
2;0;0;0;0;234
3;0;0;0;0;234
4;0;0;0;0;234
5;0;0;0;0;234
6;0;0;0;0;234
7;0;0;0;0;234
8;0;0;0;0;233
9;0;0;0;0;233
10;0;0;0;0;233
11;0;0;0;0;234
12;0;0;0;0;233
13;0;0;0;0;233
14;0;0;0;0;233
15;0;0;0;0;234
0;0;0;0;0;234
1;0;0;0;0;234
2;0;0;0;0;233
3;0;0;0;0;234
4;0;0;0;0;233
5;0;0;0;0;234
6;0;0;0;0;234
7;0;0;0;0;234
8;0;0;0;0;234
9;0;0;0;0;233
10;0;0;0;0;234
11;0;0;0;0;233
12;0;0;0;0;233
13;0;0;0;0;233
14;0;0;0;0;233
15;0;0;0;0;234
0;0;0;0;0;233
1;0;0;0;0;233
2;0;0;0;0;233
3;0;0;0;0;234
4;0;0;0;0;234
5;0;0;0;0;234
6;0;0;0;0;233
7;0;0;0;0;233
8;0;0;0;0;233
9;0;0;0;0;234
10;0;0;0;0;233
11;0;0;0;0;233
12;0;0;0;0;233
13;0;0;0;0;233
14;0;0;0;0;234
15;0;0;0;0;233
0;0;0;0;0;233
1;0;0;0;0;233
2;0;0;0;0;233
3;0;0;0;0;233
4;0;0;0;0;233
5;0;0;0;0;233
6;0;0;0;0;233
7;0;0;0;0;233
8;0;0;0;0;234
9;0;0;0;0;233
10;0;0;0;0;233
11;0;0;0;0;233
12;0;0;0;0;233
13;0;0;0;0;233
14;0;0;0;0;234
15;0;0;0;0;233
0;0;0;0;0;233
1;0;0;0;0;233
2;0;0;0;0;234
3;0;0;0;0;233
4;0;0;0;0;233
5;0;0;0;0;233
6;0;0;0;0;233
7;0;0;0;0;233
8;0;0;0;0;233
9;0;0;0;0;233
10;0;0;0;0;233
11;0;0;0;0;233
12;0;0;0;0;233
13;0;0;0;0;233
14;0;0;0;0;233
15;0;0;0;0;233
0;0;0;0;0;233
1;0;0;0;0;233
2;0;0;0;0;233
3;0;0;0;0;233
4;0;0;0;0;233
5;0;0;0;0;233
6;0;0;0;0;233
7;0;0;0;0;233
8;0;0;0;0;233
9;0;0;0;0;233
10;0;0;0;0;233
11;0;0;0;0;233
12;0;0;0;0;233
13;0;0;0;0;233
14;0;0;0;0;233
15;0;0;0;0;233
0;0;0;0;0;233
1;0;0;0;0;233
2;0;0;0;0;233
3;0;0;0;0;233
4;0;0;0;0;233
5;0;0;0;0;233
6;0;0;0;0;233
7;0;0;0;0;233
8;0;0;0;0;233
9;0;0;0;0;233
10;0;0;0;0;233
11;0;0;0;0;233
12;0;0;0;0;233
13;0;0;0;0;233
14;0;0;0;0;233
15;0;0;0;0;233
0;0;0;0;0;233
1;0;0;0;0;233
2;0;0;0;0;233
3;0;0;0;0;233
4;0;0;0;0;233
5;0;0;0;0;233
6;0;0;0;0;233
7;0;0;0;0;233
8;0;0;0;0;233
9;0;0;0;0;233
10;0;0;0;0;233
11;0;0;0;0;233
12;0;0;0;0;233
13;0;0;0;0;233
14;0;0;0;0;233
15;0;0;0;0;233
0;0;0;0;0;233
1;0;0;0;0;233
2;0;0;0;0;233
3;0;0;0;0;233
4;0;0;0;0;233
5;0;0;0;0;233
6;0;0;0;0;233
7;0;0;0;0;233
8;0;0;0;0;233
9;0;0;0;0;233
10;0;0;0;0;233
11;0;0;0;0;233
12;0;0;0;0;233
13;0;0;0;0;233
14;0;0;0;0;233
15;0;0;0;0;233
0;0;0;0;0;233
1;0;0;0;0;233
2;0;0;0;0;233
3;0;0;0;0;233
4;0;0;0;0;233
5;0;0;0;0;233
6;0;0;0;0;233
7;0;0;0;0;233
8;0;0;0;0;233
9;0;0;0;0;233
10;0;0;0;0;233
11;0;0;0;0;233
12;0;0;0;0;233
13;0;0;0;0;233
14;0;0;0;0;233
15;0;0;0;0;233
0;0;0;0;0;233
1;0;0;0;0;233
2;0;0;0;0;233
3;0;0;0;0;233
4;0;0;0;0;233
5;0;0;0;0;233
6;0;0;0;0;233
7;0;0;0;0;233
8;0;0;0;0;233
9;0;0;0;0;233
10;0;0;0;0;233
11;0;0;0;0;233
12;0;0;0;0;233
13;0;0;0;0;233
14;0;0;0;0;233
15;0;0;0;0;233
0;0;0;0;0;233
1;0;0;0;0;233
2;0;0;0;0;233
3;0;0;0;0;233
4;0;0;0;0;233
5;0;0;0;0;233
6;0;0;0;0;233
7;0;0;0;0;233
8;0;0;0;0;233
9;0;0;0;0;233
10;0;0;0;0;233
11;0;0;0;0;233
12;0;0;0;0;233
13;0;0;0;0;233
14;0;0;0;0;233
15;0;0;0;0;233
0;0;0;0;0;233
1;0;0;0;0;233
2;0;0;0;0;233
3;0;0;0;0;233
4;0;0;0;0;233
5;0;0;0;0;233
6;0;0;0;0;233
7;0;0;0;0;233
8;0;0;0;0;233
9;0;0;0;0;233
10;0;0;0;0;233
11;0;0;0;0;233
12;0;0;0;0;233
13;0;0;0;0;233
14;0;0;0;0;233
15;0;0;0;0;233
0;0;0;0;0;233
1;0;0;0;0;233
2;0;0;0;0;233
3;0;0;0;0;233
4;0;0;0;0;233
5;0;0;0;0;233
6;0;0;0;0;233
7;0;0;0;0;233
8;0;0;0;0;233
9;0;0;0;0;233
10;0;0;0;0;233
11;0;0;0;0;233
12;0;0;0;0;233
13;0;0;0;0;233
14;0;0;0;0;233
15;0;0;0;0;233
0;0;0;0;0;233
1;0;0;0;0;233
2;0;0;0;0;233
3;0;0;0;0;233
4;0;0;0;0;233
5;0;0;0;0;233
6;0;0;0;0;233
7;0;0;0;0;233
8;0;0;0;0;233
9;0;0;0;0;232
10;0;0;0;0;233
11;0;0;0;0;233
12;0;0;0;0;233
13;0;0;0;0;233
14;0;0;0;0;233
15;0;0;0;0;233
0;0;0;0;0;233
1;0;0;0;0;233
2;0;0;0;0;233
3;0;0;0;0;232
4;0;0;0;0;233
5;0;0;0;0;233
6;0;0;0;0;233
7;0;0;0;0;232
8;0;0;0;0;233
9;0;0;0;0;232
10;0;0;0;0;232
11;0;0;0;0;233
12;0;0;0;0;232
13;0;0;0;0;232
14;0;0;0;0;233
15;0;0;0;0;233
0;0;0;0;0;233
1;0;0;0;0;232
2;0;0;0;0;232
3;0;0;0;0;232
4;0;0;0;0;233
5;0;0;0;0;233
6;0;0;0;0;233
7;0;0;0;0;232
8;0;0;0;0;232
9;0;0;0;0;232
10;0;0;0;0;232
11;0;0;0;0;232
12;0;0;0;0;232
13;0;0;0;0;232
14;0;0;0;0;232
15;0;0;0;0;232
0;0;0;0;0;232
1;0;0;0;0;232
2;0;0;0;0;232
3;0;0;0;0;232
4;0;0;0;0;232
5;0;0;0;0;233
6;0;0;0;0;232
7;0;0;0;0;233
8;0;0;0;0;233
9;0;0;0;0;232
10;0;0;0;0;232
11;0;0;0;0;232
12;0;0;0;0;232
13;0;0;0;0;232
14;0;0;0;0;232
15;0;0;0;0;232
0;0;0;0;0;232
1;0;0;0;0;232
2;0;0;0;0;232
3;0;0;0;0;232
4;0;0;0;0;232
5;0;0;0;0;232
6;0;0;0;0;232
7;0;0;0;0;232
8;0;0;0;0;232
9;0;0;0;0;232
10;0;0;0;0;232
11;0;0;0;0;232
12;0;0;0;0;232
13;0;0;0;0;232
14;0;0;0;0;232
15;0;0;0;0;232
0;0;0;0;0;232
1;0;0;0;0;232
2;0;0;0;0;232
3;0;0;0;0;232
4;0;0;0;0;232
5;0;0;0;0;232
6;0;0;0;0;232
7;0;0;0;0;232
8;0;0;0;0;232
9;0;0;0;0;232
10;0;0;0;0;232
11;0;0;0;0;232
12;0;0;0;0;232
13;0;0;0;0;232
14;0;0;0;0;232
15;0;0;0;0;232
0;0;0;0;0;232
1;0;0;0;0;232
2;0;0;0;0;232
3;0;0;0;0;232
4;0;0;0;0;232
5;0;0;0;0;232
6;0;0;0;0;232
7;0;0;0;0;232
8;0;0;0;0;232
9;0;0;0;0;232
10;0;0;0;0;232
11;0;0;0;0;232
12;0;0;0;0;232
13;0;0;0;0;232
14;0;0;0;0;232
15;0;0;0;0;232
0;0;0;0;0;232
1;0;0;0;0;232
2;0;0;0;0;232
3;0;0;0;0;232
4;0;0;0;0;232
5;0;0;0;0;232
6;0;0;0;0;232
7;0;0;0;0;232
8;0;0;0;0;232
9;0;0;0;0;232
